"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00006123",238.520992400891,-6.61055884142421,1.64992540192591,-4.00658043915676,6.1604151322206e-05,0.0133144972247293,"pdam_00006123"," Kctd21: BTB/POZ domain-containing protein KCTD21 (Mus musculus)","","PF02214, PF07534"
"pdam_00022915",15.4866760117987,-5.20742201245515,1.38320023632604,-3.76476368041026,0.000166706669811913,0.0261729471604704,"pdam_00022915"," melC2: Tyrosinase (Streptomyces lincolnensis)","","PF00264"
"pdam_00017676",39.0294998711792,-5.0025573110375,0.746468996169066,-6.7016277122171,2.06110603931701e-11,3.81121407847929e-08,"pdam_00017676"," MAM and fibronectin type III domain-containing protein 1 (Fragment) (Acropora millepora)","","PF00041, PF00431"
"pdam_00003228",37.5862726544849,-4.95373189808836,0.742743560382719,-6.66950501130674,2.56667617482154e-11,4.271462490138e-08,"pdam_00003228"," unknown function","",""
"pdam_00016645",82.5985314446984,-4.82772210343246,0.566335545979731,-8.52449071527156,1.53483620526066e-17,1.2771372063974e-13,"pdam_00016645"," GFP-like fluorescent chromoprotein amFP486 (Anemonia manjano)","","PF01353"
"pdam_00024140",15.6828543772692,-4.4286899536473,1.22886650236848,-3.60388206946124,0.000313499344342294,0.0410807566027123,"pdam_00024140"," unknown function","",""
"pdam_00017169",22.3789165775485,-4.19813753690355,1.16781902517799,-3.59485283797609,0.000324574991646006,0.0418726900075413,"pdam_00017169"," unknown function","","PF16026"
"pdam_00020801",23.820003891208,-3.91234176743518,0.898001680933886,-4.35671987090993,1.3202606302426e-05,0.00427908953452794,"pdam_00020801"," unknown function","",""
"pdam_00012313",24.6689325238338,-3.76576235596613,0.84347372757124,-4.46458761295333,8.02231167473187e-06,0.00335284590856724,"pdam_00012313"," unknown function","",""
"pdam_00007827",27.46477255963,-3.43062683926878,0.900442991105396,-3.80993230349575,0.000139004848470387,0.0238486462705585,"pdam_00007827"," Perlucin-like protein (Mytilus galloprovincialis)","","PF00059"
"pdam_00016471",44.2049088143022,-3.25129777858917,0.733388450345202,-4.43325467841605,9.28211120381622e-06,0.0034327309923091,"pdam_00016471"," unknown function","","PF04927"
"pdam_00016959",30.2807149505519,-3.12576551161965,0.84120993041626,-3.71579720899504,0.000202564001850175,0.0315053282129964,"pdam_00016959"," MRC2: C-type mannose receptor 2 (Homo sapiens)","","PF00059"
"pdam_00006151",66.7291381308875,-3.09294228859442,0.441676522592591,-7.00273193249937,2.51018847823776e-12,5.96779380783326e-09,"pdam_00006151"," Celsr1: Cadherin EGF LAG seven-pass G-type receptor 1 (Mus musculus)","","PF00008"
"pdam_00013037",74.5757445481331,-3.03896073121872,0.475328564144882,-6.39338966865124,1.62248081386963e-10,2.45466597312894e-07,"pdam_00013037"," unknown function","",""
"pdam_00008857",21.3994582384029,-3.00102580518895,0.831437688797991,-3.60944162818447,0.000306856811892369,0.0408516087905126,"pdam_00008857"," unknown function","",""
"pdam_00016155",228.218501345252,-2.96919933621399,0.367135108897508,-8.08748404675973,6.09098058540321e-16,2.0273219780456e-12,"pdam_00016155"," unknown function","",""
"pdam_00012142",87.4243550531185,-2.84120961060261,0.595134672469833,-4.77406164021914,1.80547081419861e-06,0.00115564020345743,"pdam_00012142"," unknown function","",""
"pdam_00016743",85.4492135032838,-2.78557207437981,0.714351603778946,-3.89944119904545,9.64149478578111e-05,0.0191016376458297,"pdam_00016743"," unknown function","",""
"pdam_00013589",54.8607088561184,-2.69103941669845,0.48118707224509,-5.59250148625727,2.23821237578825e-08,2.48322202385787e-05,"pdam_00013589"," unknown function","","PF00049"
"pdam_00011232",58.6680196824332,-2.60402598127731,0.67697134891138,-3.84658226003918,0.000119776929072732,0.0214336306841763,"pdam_00011232"," nas-15: Zinc metalloproteinase nas-15 (Caenorhabditis elegans)","","PF00089, PF01400"
"pdam_00004366",45.9180862804311,-2.5893117636047,0.530132216099728,-4.88427544104885,1.03809874976975e-06,0.00077256565611197,"pdam_00004366"," dio3: Thyroxine 5-deiodinase (Xenopus laevis)","","PF00837"
"pdam_00014761",82.4347938232352,-2.57070031114876,0.569827385798591,-4.51136673177971,6.44112467409021e-06,0.00306266276646312,"pdam_00014761"," unknown function","",""
"pdam_00004367",31.8661710793599,-2.46247571354234,0.568828704045903,-4.32902857402854,1.4976850281903e-05,0.00470273098851754,"pdam_00004367"," DIO3: Thyroxine 5-deiodinase (Fragment) (Gallus gallus)","","PF00837"
"pdam_00012309",154.640628105464,-2.43282223425803,0.581023944326446,-4.18712904694192,2.82505217033812e-05,0.00746262193948682,"pdam_00012309"," CHS2: Chitin synthase 2 (Candida albicans)","","PF07647"
"pdam_00010762",26.1190628311332,-2.37399561198469,0.629280309037365,-3.77255664588693,0.000161583265683679,0.02597751424033,"pdam_00010762"," unknown function","",""
"pdam_00004365",575.946344421967,-2.36409677590039,0.518186166954988,-4.56225373554934,5.06074354203036e-06,0.00247708511842557,"pdam_00004365"," Dio1: Type I iodothyronine deiodinase (Rattus norvegicus)","K01562","PF00837"
"pdam_00024670",940.978483249541,-2.12075019550763,0.476393013293455,-4.45168198594311,8.52002818718628e-06,0.00335284590856724,"pdam_00024670"," unknown function","",""
