"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00025611",11.4338231819913,-24.7842726318201,2.23535536771742,-11.0873971046169,1.44429219874731e-28,2.02345337044498e-25,"pdam_00025611"," unknown function","",""
"pdam_00025772",13.7895851607889,-24.3893028509777,2.17972675536855,-11.1891560677999,4.60798485356885e-29,6.9169144069821e-26,"pdam_00025772"," unknown function","",""
"pdam_00024927",64.7903471317251,-24.224369647524,1.60522700970897,-15.0909307537231,1.85802682362141e-51,9.761608424601e-48,"pdam_00024927"," NOTCH2: Neurogenic locus notch homolog protein 2 (Homo sapiens)","","PF00008, PF12661"
"pdam_00014678",11.2315417076662,-23.7429260806215,2.07450538270017,-11.4451021812813,2.48811135310453e-30,4.75342364413561e-27,"pdam_00014678"," unknown function","",""
"pdam_00011899",1.34227780904531,-22.7292120944328,4.4960039165892,-5.05542533238625,4.29432620184357e-07,1.46502053785296e-05,"pdam_00011899"," PLA2G1B: Phospholipase A2%2C major isoenzyme (Sus scrofa)","","PF00068"
"pdam_00025232",13.2554741575113,-21.7409377400588,1.11332082195473,-19.5280078404415,6.3467404840565e-85,1.33376751272447e-80,"pdam_00025232"," Samd9l: Sterile alpha motif domain-containing protein 9-like (Mus musculus)","",""
"pdam_00022766",9.82318113287474,-21.5145880374542,1.23371629404427,-17.4388456578836,4.18440349381731e-68,2.93117464741903e-64,"pdam_00022766"," unknown function","",""
"pdam_00024204",7.95587222739605,-21.4419191968548,1.22268674135337,-17.5367234072736,7.51366485554494e-69,7.89498334696384e-65,"pdam_00024204"," unknown function","",""
"pdam_00012240",1.60117072700874,-19.8704682955189,1.87361010020074,-10.6054446938506,2.81123418705031e-26,2.81324221146963e-23,"pdam_00012240"," CML25: Probable calcium-binding protein CML25 (Arabidopsis thaliana)","","PF13202, PF13499"
"pdam_00013802",11.3959611808535,-19.710162672344,1.7937256681431,-10.9883930538544,4.34594698834935e-28,5.37235740942127e-25,"pdam_00013802"," unknown function","","PF01852"
"pdam_00023343",2.79807385729438,-19.4793905089298,1.460336023617,-13.3389782857528,1.3732877574768e-40,4.80994037056248e-37,"pdam_00023343"," unknown function","",""
"pdam_00013803",9.15867600866809,-19.2336011637602,1.8607468315413,-10.3364954531878,4.81837128192573e-25,4.40252489085518e-22,"pdam_00013803"," unknown function","",""
"pdam_00024341",1.02755734223639,-18.8737516731311,2.0078383652257,-9.40003538133883,5.45447266727808e-21,3.09799305683375e-18,"pdam_00024341"," unknown function","","PF14529"
"pdam_00002792",1.07859649806598,-18.7342110011721,2.16154839749979,-8.6670328653485,4.43526968490834e-18,1.90218760057855e-15,"pdam_00002792"," NPFFR2: Neuropeptide FF receptor 2 (Homo sapiens)","","PF00001"
"pdam_00004728",0.892593852588152,-18.1093269064872,1.81189634828144,-9.99468149690994,1.60803333196285e-23,1.29972386427689e-20,"pdam_00004728"," unknown function","",""
"pdam_00025776",257.944091939595,-9.74678449755525,0.968315462539989,-10.0657119240753,7.83186294935693e-24,6.58346399522944e-21,"pdam_00025776"," unknown function","",""
"pdam_00017465",114.754438418096,-9.17359434775858,0.955676909436958,-9.59905409157919,8.06814329728974e-22,5.298500981017e-19,"pdam_00017465"," Tor1aip2: Torsin-1A-interacting protein 2 (Mus musculus)","K23001","PF05609"
"pdam_00020656",27.8437194298944,-9.05879118277618,1.86384294360599,-4.86027603015201,1.17222193934869e-06,3.35159783066841e-05,"pdam_00020656"," unknown function","",""
"pdam_00024926",55.4855100686907,-9.01856611138406,1.57591203884625,-5.722759829912,1.04807378059969e-08,5.96890799439093e-07,"pdam_00024926"," Oit3: Oncoprotein-induced transcript 3 protein (Rattus norvegicus)","",""
"pdam_00018708",397.51713820967,-8.9494713499428,1.20883416358852,-7.40339048937498,1.32750642778474e-13,2.63184411131097e-11,"pdam_00018708"," unknown function","",""
"pdam_00024360",58.598953725227,-8.73711655744282,1.03354469925001,-8.45354493500171,2.82589110166083e-17,1.02389830174832e-14,"pdam_00024360"," ZNF862: Zinc finger protein 862 (Homo sapiens)","","PF14291"
"pdam_00015338",315.384104127999,-8.3350157882675,1.03107195775469,-8.08383520236375,6.27611286238332e-16,1.8067467370272e-13,"pdam_00015338"," GFP-like fluorescent chromoprotein amFP486 (Anemonia manjano)","","PF01353"
"pdam_00016729",46.6671426385459,-8.01204815607467,1.47089232959373,-5.44706637928259,5.12073569160042e-08,2.37031410922869e-06,"pdam_00016729"," Pkd1l2: Polycystic kidney disease protein 1-like 2 (Mus musculus)","","PF01477, PF01825, PF02010, PF08016"
"pdam_00013941",316.215903369083,-7.51833409113187,0.657575884355815,-11.4334090863096,2.84707276130111e-30,4.98593617322857e-27,"pdam_00013941"," Matn2: Matrilin-2 (Mus musculus)","","PF00084, PF07645, PF12662, PF13927"
"pdam_00009418",15.5255923066791,-7.375182763273,1.05128589882565,-7.01539207508777,2.29305012143836e-12,3.51740498554943e-10,"pdam_00009418"," unknown function","",""
"pdam_00016730",19.513517854644,-7.29066671873049,1.33218164383087,-5.47272720089823,4.43162039273235e-08,2.07880586056407e-06,"pdam_00016730"," Pkd1l2: Polycystic kidney disease protein 1-like 2 (Mus musculus)","","PF00041, PF01477, PF01825, PF02010, PF08016"
"pdam_00010841",29.4989635355379,-7.19899090726101,1.0851949325171,-6.63382281979791,3.27102444583293e-11,3.69573003920317e-09,"pdam_00010841"," UPF0573 protein C2orf70 homolog A (Xenopus laevis)","","PF10629"
"pdam_00014438",24.0198738858465,-7.03760760388967,0.987973778462731,-7.12327367112927,1.05393255497832e-12,1.77187141142955e-10,"pdam_00014438"," Sult1b1: Sulfotransferase family cytosolic 1B member 1 (Mus musculus)","","PF00685"
"pdam_00023628",22.701897052528,-7.03043616531108,0.972508075085563,-7.22918024582216,4.85918156125601e-13,8.87362137175049e-11,"pdam_00023628"," unknown function","",""
"pdam_00009530",15.1977202931631,-6.99442381257902,0.999997477385891,-6.99444145685572,2.66317757379387e-12,3.96926785200555e-10,"pdam_00009530"," unknown function","","PF13151"
"pdam_00024761",12.0367887615262,-6.88057481269634,1.02233728540948,-6.7302395314091,1.69384010117168e-11,2.04574998425993e-09,"pdam_00024761"," unknown function","",""
"pdam_00019886",52.4078498932618,-6.84306682379562,0.89288583631458,-7.66398854756241,1.80245974046181e-14,4.3043967552051e-12,"pdam_00019886"," unknown function","",""
"pdam_00003314",36.6163601517752,-6.84191530068292,1.13356229547749,-6.03576471092918,1.58211640696518e-09,1.1347500441083e-07,"pdam_00003314"," DELTA-stichotoxin-Hmg2b (Heteractis magnifica)","","PF06369"
"pdam_00021846",9.55292572042186,-6.80702304585299,1.31880883919702,-5.1614933442496,2.44987602727825e-07,9.11223800234557e-06,"pdam_00021846"," unknown function","",""
"pdam_00014422",8.26987995086878,-6.78023035085963,1.04255822339498,-6.50345486584002,7.84959807807507e-11,8.12607406949495e-09,"pdam_00014422"," unknown function","","PF00431"
"pdam_00015308",7.55457169148983,-6.6654952028309,1.17850426234393,-5.65589401397147,1.55037121030241e-08,8.37559151272625e-07,"pdam_00015308"," BOLL: Protein boule-like (Homo sapiens)","","PF00076"
"pdam_00024305",8.15013468484908,-6.56901671809708,1.16271125230986,-5.64974038485217,1.6069033371843e-08,8.59263960074508e-07,"pdam_00024305"," unknown function","","PF10545"
"pdam_00026045",26.4676858410199,-6.52716304769126,1.08620120355691,-6.00916572944058,1.86480424222473e-09,1.31506245470982e-07,"pdam_00026045"," unknown function","",""
"pdam_00013884",113.292951599629,-6.4542355578139,0.67377349813161,-9.57923630969703,9.77651394383119e-22,6.22586183423068e-19,"pdam_00013884"," NWD1: NACHT domain- and WD repeat-containing protein 1 (Homo sapiens)","","PF00400, PF05729, PF13271"
"pdam_00025994",27.4770140359491,-6.37682382661617,0.960018044317235,-6.64239996775411,3.08616113593084e-11,3.50571223089657e-09,"pdam_00025994"," unknown function","",""
"pdam_00008674",125.281753100762,-6.36784164163815,0.749119236563076,-8.50043802219458,1.8887662810679e-17,7.08793274940034e-15,"pdam_00008674"," unknown function","",""
